A340803000	安徽省安庆市大观区
A220281000	吉林省吉林市蛟河市
A220203000	吉林省吉林市龙潭区
A220284000	吉林省吉林市磐石市
A220283000	吉林省吉林市舒兰市
A220221000	吉林省吉林市永吉县
A220421000	吉林省辽源市东丰县
A220422000	吉林省辽源市东辽县
A220402000	吉林省辽源市龙山区
A220403000	吉林省辽源市西安区
A220381000	吉林省四平市公主岭市
A220322000	吉林省四平市梨树县
A220382000	吉林省四平市双辽市
A220303000	吉林省四平市铁东区
A220302000	吉林省四平市铁西区
A220323000	吉林省四平市伊通满族自治县
A220722000	吉林省松原市长岭县
A220724000	吉林省松原市扶余市
A220702000	吉林省松原市宁江区
A220721000	吉林省松原市前郭尔罗斯蒙古族自治县
A220723000	吉林省松原市乾安县
A220502000	吉林省通化市东昌区
A220503000	吉林省通化市二道江区
A220523000	吉林省通化市辉南县
A220582000	吉林省通化市集安市
A220524000	吉林省通化市柳河县
A220581000	吉林省通化市梅河口市
A220521000	吉林省通化市通化县
A222426000	吉林省延边朝鲜族自治州安图县
A222403000	吉林省延边朝鲜族自治州敦化市
A222406000	吉林省延边朝鲜族自治州和龙市
A222404000	吉林省延边朝鲜族自治州珲春市
A222405000	吉林省延边朝鲜族自治州龙井市
A222402000	吉林省延边朝鲜族自治州图们市
A222424000	吉林省延边朝鲜族自治州汪清县
A222401000	吉林省延边朝鲜族自治州延吉市
A320482000	江苏省常州市金坛区
A320481000	江苏省常州市溧阳市
A320402000	江苏省常州市天宁区
A320412000	江苏省常州市武进区
A320411000	江苏省常州市新北区
A320404000	江苏省常州市钟楼区
A320829000	江苏省淮安市洪泽区
A320803000	江苏省淮安市淮安区
A320804000	江苏省淮安市淮阴区
A320831000	江苏省淮安市金湖县
A320826000	江苏省淮安市涟水县
A320811000	江苏省淮安市清江浦区
A320830000	江苏省淮安市盱眙县
A320722000	江苏省连云港市东海县
A320721000	江苏省连云港市赣榆区
A320724000	江苏省连云港市灌南县
A320723000	江苏省连云港市灌云县
A320705000	江苏省连云港市海州区
A320703000	江苏省连云港市连云区
A320125000	江苏省南京市高淳区
A320106000	江苏省南京市鼓楼区
A320105000	江苏省南京市建邺区
A320115000	江苏省南京市江宁区
A320124000	江苏省南京市溧水区
A320116000	江苏省南京市六合区
A320111000	江苏省南京市浦口区
A320113000	江苏省南京市栖霞区
A320104000	江苏省南京市秦淮区
A320102000	江苏省南京市玄武区
A320114000	江苏省南京市雨花台区
A320602000	江苏省南通市崇川区
A320611000	江苏省南通市港闸区
A320621000	江苏省南通市海安市
A320684000	江苏省南通市海门市
B320600000	江苏省南通市南通经济技术开发区
A320681000	江苏省南通市启东市
A320623000	江苏省南通市如东县
A320682000	江苏省南通市如皋市
A320612000	江苏省南通市通州区
A320581000	江苏省苏州市常熟市
A320502000	江苏省苏州市姑苏区
A320505000	江苏省苏州市虎丘区
A320583000	江苏省苏州市昆山市
A320585000	江苏省苏州市太仓市
A320584000	江苏省苏州市吴江区
A320506000	江苏省苏州市吴中区
A320507000	江苏省苏州市相城区
A320582000	江苏省苏州市张家港市
A321322000	江苏省宿迁市沭阳县
A321324000	江苏省宿迁市泗洪县
A321323000	江苏省宿迁市泗阳县
A321302000	江苏省宿迁市宿城区
A321311000	江苏省宿迁市宿豫区
A321203000	江苏省泰州市高港区
A321202000	江苏省泰州市海陵区
A321284000	江苏省泰州市姜堰区
A321282000	江苏省泰州市靖江市
A321283000	江苏省泰州市泰兴市
A321281000	江苏省泰州市兴化市
A320211000	江苏省无锡市滨湖区
A320206000	江苏省无锡市惠山区
A320281000	江苏省无锡市江阴市
A320202000	江苏省无锡市梁溪区
A320205000	江苏省无锡市锡山区
A3202030000	江苏省无锡市新吴区
A320282000	江苏省无锡市宜兴市
A320321000	江苏省徐州市丰县
A320302000	江苏省徐州市鼓楼区
A320305000	江苏省徐州市贾汪区
A320322000	江苏省徐州市沛县
A320382000	江苏省徐州市邳州市
A320311000	江苏省徐州市泉山区
A320324000	江苏省徐州市睢宁县
A320312000	江苏省徐州市铜山区
A320381000	江苏省徐州市新沂市
A320303000	江苏省徐州市云龙区
A320922000	江苏省盐城市滨海县
A320982000	江苏省盐城市大丰区
A320981000	江苏省盐城市东台市
A320923000	江苏省盐城市阜宁县
A320925000	江苏省盐城市建湖县
A320924000	江苏省盐城市射阳县
A320902000	江苏省盐城市亭湖区
A320921000	江苏省盐城市响水县
A320903000	江苏省盐城市盐都区
A321023000	江苏省扬州市宝应县
A321084000	江苏省扬州市高邮市
A321002000	江苏省扬州市广陵区
A321003000	江苏省扬州市邗江区
A321012000	江苏省扬州市江都区
A321081000	江苏省扬州市仪征市
A321112000	江苏省镇江市丹徒区
A321181000	江苏省镇江市丹阳市
A321102000	江苏省镇江市京口区
A321183000	江苏省镇江市句容市
A321111000	江苏省镇江市润州区
A321182000	江苏省镇江市扬中市
A361024000	江西省抚州市崇仁县
A361029000	江西省抚州市东乡区
A361030000	江西省抚州市广昌县
A361027000	江西省抚州市金溪县
A361025000	江西省抚州市乐安县
A361022000	江西省抚州市黎川县
A361002000	江西省抚州市临川区
A361021000	江西省抚州市南城县
A361023000	江西省抚州市南丰县
A361026000	江西省抚州市宜黄县
A361028000	江西省抚州市资溪县
A360726000	江西省赣州市安远县
A360725000	江西省赣州市崇义县
A360723000	江西省赣州市大余县
A360728000	江西省赣州市定南县
A360721000	江西省赣州市赣县区
A360733000	江西省赣州市会昌县
A360727000	江西省赣州市龙南县
A360782000	江西省赣州市南康区
A360730000	江西省赣州市宁都县
A360729000	江西省赣州市全南县
A360781000	江西省赣州市瑞金市
A360724000	江西省赣州市上犹县
A360735000	江西省赣州市石城县
A360722000	江西省赣州市信丰县
A360732000	江西省赣州市兴国县
A360734000	江西省赣州市寻乌县
A360731000	江西省赣州市于都县
A360702000	江西省赣州市章贡区
A360829000	江西省吉安市安福县
A360821000	江西省吉安市吉安县
A360822000	江西省吉安市吉水县
A360802000	江西省吉安市吉州区
A360881000	江西省吉安市井冈山市
A360803000	江西省吉安市青原区
A360827000	江西省吉安市遂川县
A360826000	江西省吉安市泰和县
A360828000	江西省吉安市万安县
A360823000	江西省吉安市峡江县
A360824000	江西省吉安市新干县
A360825000	江西省吉安市永丰县
A360830000	江西省吉安市永新县
A360202000	江西省景德镇市昌江区
A360222000	江西省景德镇市浮梁县
A360281000	江西省景德镇市乐平市
A360203000	江西省景德镇市珠山区
A360421000	江西省九江市柴桑区
A360426000	江西省九江市德安县
A360428000	江西省九江市都昌县
A360482000	江西省九江市共青城市
A360429000	江西省九江市湖口县
A360402000	江西省九江市濂溪区
A360427000	江西省九江市庐山市
A360430000	江西省九江市彭泽县
A360481000	江西省九江市瑞昌市
A360423000	江西省九江市武宁县
A360424000	江西省九江市修水县
A360403000	江西省九江市浔阳区
A360425000	江西省九江市永修县
A360123000	江西省南昌市安义县
A360102000	江西省南昌市东湖区
A360124000	江西省南昌市进贤县
A360121000	江西省南昌市南昌县
A360111000	江西省南昌市青山湖区
A360104000	江西省南昌市青云谱区
A360105000	江西省南昌市湾里区
A360103000	江西省南昌市西湖区
A360122000	江西省南昌市新建区
A360302000	江西省萍乡市安源区
A360321000	江西省萍乡市莲花县
A360323000	江西省萍乡市芦溪县
A360322000	江西省萍乡市上栗县
A360313000	江西省萍乡市湘东区
A361181000	江西省上饶市德兴市
A361122000	江西省上饶市广丰区
A361125000	江西省上饶市横峰县
A361128000	江西省上饶市鄱阳县
A361124000	江西省上饶市铅山县
A361121000	江西省上饶市上饶县
A361129000	江西省上饶市万年县
A361130000	江西省上饶市婺源县
A361102000	江西省上饶市信州区
A361126000	江西省上饶市弋阳县
A361127000	江西省上饶市余干县
A361123000	江西省上饶市玉山县
A360521000	江西省新余市分宜县
A360502000	江西省新余市渝水区
A360981000	江西省宜春市丰城市
A360921000	江西省宜春市奉新县
A360983000	江西省宜春市高安市
A360925000	江西省宜春市靖安县
A360923000	江西省宜春市上高县
A360926000	江西省宜春市铜鼓县
A360922000	江西省宜春市万载县
A360924000	江西省宜春市宜丰县
A360902000	江西省宜春市袁州区
A360982000	江西省宜春市樟树市
A360681000	江西省鹰潭市贵溪市
A360622000	江西省鹰潭市余江区
A360602000	江西省鹰潭市月湖区
A210381000	辽宁省鞍山市海城市
A210304000	辽宁省鞍山市立山区
A210311000	辽宁省鞍山市千山区
A210321000	辽宁省鞍山市台安县
A210302000	辽宁省鞍山市铁东区
A210303000	辽宁省鞍山市铁西区
A210323000	辽宁省鞍山市岫岩满族自治县
A210521000	辽宁省本溪市本溪满族自治县
A210522000	辽宁省本溪市桓仁满族自治县
A210504000	辽宁省本溪市明山区
A210505000	辽宁省本溪市南芬区
A210502000	辽宁省本溪市平山区
A210503000	辽宁省本溪市溪湖区
A211381000	辽宁省朝阳市北票市
A211321000	辽宁省朝阳市朝阳县
A211322000	辽宁省朝阳市建平县
A211324000	辽宁省朝阳市喀喇沁左翼蒙古族自治县
A211382000	辽宁省朝阳市凌源市
A211303000	辽宁省朝阳市龙城区
A211302000	辽宁省朝阳市双塔区
A210224000	辽宁省大连市长海县
A210211000	辽宁省大连市甘井子区
A210213000	辽宁省大连市金州区
A210212000	辽宁省大连市旅顺口区
A210282000	辽宁省大连市普兰店区
A210204000	辽宁省大连市沙河口区
A210281000	辽宁省大连市瓦房店市
A210203000	辽宁省大连市西岗区
A210202000	辽宁省大连市中山区
A210283000	辽宁省大连市庄河市
A210681000	辽宁省丹东市东港市
A210682000	辽宁省丹东市凤城市
A210624000	辽宁省丹东市宽甸满族自治县
A210602000	辽宁省丹东市元宝区
A210604000	辽宁省丹东市振安区
A210603000	辽宁省丹东市振兴区
A210403000	辽宁省抚顺市东洲区
A210421000	辽宁省抚顺市抚顺县
A210423000	辽宁省抚顺市清原满族自治县
A210411000	辽宁省抚顺市顺城区
A210404000	辽宁省抚顺市望花区
A210422000	辽宁省抚顺市新宾满族自治县
A210402000	辽宁省抚顺市新抚区
A210921000	辽宁省阜新市阜新蒙古族自治县
A210902000	辽宁省阜新市海州区
A210905000	辽宁省阜新市清河门区
A210904000	辽宁省阜新市太平区
A210911000	辽宁省阜新市细河区
A210903000	辽宁省阜新市新邱区
A210922000	辽宁省阜新市彰武县
A211422000	辽宁省葫芦岛市建昌县
A211402000	辽宁省葫芦岛市连山区
A211403000	辽宁省葫芦岛市龙港区
A211404000	辽宁省葫芦岛市南票区
A211421000	辽宁省葫芦岛市绥中县
A211481000	辽宁省葫芦岛市兴城市
A210782000	辽宁省锦州市北镇市
A210702000	辽宁省锦州市古塔区
A210726000	辽宁省锦州市黑山县
A210781000	辽宁省锦州市凌海市
A210703000	辽宁省锦州市凌河区
A210711000	辽宁省锦州市太和区
A210727000	辽宁省锦州市义县
A211002000	辽宁省辽阳市白塔区
A211081000	辽宁省辽阳市灯塔市
A211005000	辽宁省辽阳市弓长岭区
A211004000	辽宁省辽阳市宏伟区
A211021000	辽宁省辽阳市辽阳县
A211011000	辽宁省辽阳市太子河区
A211003000	辽宁省辽阳市文圣区
A211121000	辽宁省盘锦市大洼区
A211122000	辽宁省盘锦市盘山县
A211102000	辽宁省盘锦市双台子区
A211103000	辽宁省盘锦市兴隆台区
A210104000	辽宁省沈阳市大东区
A210124000	辽宁省沈阳市法库县
A210102000	辽宁省沈阳市和平区
A210105000	辽宁省沈阳市皇姑区
A210112000	辽宁省沈阳市浑南区
A210123000	辽宁省沈阳市康平县
A210122000	辽宁省沈阳市辽中区
A210113000	辽宁省沈阳市沈北新区
A210103000	辽宁省沈阳市沈河区
A210111000	辽宁省沈阳市苏家屯区
A210106000	辽宁省沈阳市铁西区
A210181000	辽宁省沈阳市新民市
A210114000	辽宁省沈阳市于洪区
A211224000	辽宁省铁岭市昌图县
A211281000	辽宁省铁岭市调兵山市
A211282000	辽宁省铁岭市开原市
A211204000	辽宁省铁岭市清河区
A211221000	辽宁省铁岭市铁岭县
A211223000	辽宁省铁岭市西丰县
A211202000	辽宁省铁岭市银州区
A210804000	辽宁省营口市鲅鱼圈区
A210882000	辽宁省营口市大石桥市
A210881000	辽宁省营口市盖州市
A210811000	辽宁省营口市老边区
A210803000	辽宁省营口市西市区
A210802000	辽宁省营口市站前区
A152922000	内蒙古自治区阿拉善盟阿拉善右旗
A152921000	内蒙古自治区阿拉善盟阿拉善左旗
A152923000	内蒙古自治区阿拉善盟额济纳旗
A150822000	内蒙古自治区巴彦淖尔市磴口县
A150826000	内蒙古自治区巴彦淖尔市杭锦后旗
A150802000	内蒙古自治区巴彦淖尔市临河区
A150825000	内蒙古自治区巴彦淖尔市乌拉特后旗
A150823000	内蒙古自治区巴彦淖尔市乌拉特前旗
A150824000	内蒙古自治区巴彦淖尔市乌拉特中旗
A150821000	内蒙古自治区巴彦淖尔市五原县
A150206000	内蒙古自治区包头市白云鄂博矿区
A150223000	内蒙古自治区包头市达尔罕茂明安联合旗
A150202000	内蒙古自治区包头市东河区
A150222000	内蒙古自治区包头市固阳县
A150207000	内蒙古自治区包头市九原区
A150203000	内蒙古自治区包头市昆都仑区
A150204000	内蒙古自治区包头市青山区
A150205000	内蒙古自治区包头市石拐区
A150221000	内蒙古自治区包头市土默特右旗
A150200010	内蒙古自治区包头市稀土高新开发区
A150421000	内蒙古自治区赤峰市阿鲁科尔沁旗
A150430000	内蒙古自治区赤峰市敖汉旗
A150423000	内蒙古自治区赤峰市巴林右旗
A150422000	内蒙古自治区赤峰市巴林左旗
A150402000	内蒙古自治区赤峰市红山区
A150428000	内蒙古自治区赤峰市喀喇沁旗
A150425000	内蒙古自治区赤峰市克什克腾旗
A150424000	内蒙古自治区赤峰市林西县
A150429000	内蒙古自治区赤峰市宁城县
A150404000	内蒙古自治区赤峰市松山区
A150426000	内蒙古自治区赤峰市翁牛特旗
A150403000	内蒙古自治区赤峰市元宝山区
A150621000	内蒙古自治区鄂尔多斯市达拉特旗
A150602000	内蒙古自治区鄂尔多斯市东胜区
A150624000	内蒙古自治区鄂尔多斯市鄂托克旗
A150623000	内蒙古自治区鄂尔多斯市鄂托克前旗
A150625000	内蒙古自治区鄂尔多斯市杭锦旗
A150600009	内蒙古自治区鄂尔多斯市康巴什区
A150626000	内蒙古自治区鄂尔多斯市乌审旗
A150627000	内蒙古自治区鄂尔多斯市伊金霍洛旗
A150622000	内蒙古自治区鄂尔多斯市准格尔旗
A150123000	内蒙古自治区呼和浩特市和林格尔县
A150103000	内蒙古自治区呼和浩特市回民区
A150124000	内蒙古自治区呼和浩特市清水河县
A150105000	内蒙古自治区呼和浩特市赛罕区
A150121000	内蒙古自治区呼和浩特市土默特左旗
A150122000	内蒙古自治区呼和浩特市托克托县
A150125000	内蒙古自治区呼和浩特市武川县
A150102000	内蒙古自治区呼和浩特市新城区
A150104000	内蒙古自治区呼和浩特市玉泉区
A150721000	内蒙古自治区呼伦贝尔市阿荣旗
A150725000	内蒙古自治区呼伦贝尔市陈巴尔虎旗
A150784000	内蒙古自治区呼伦贝尔市额尔古纳市
A150723000	内蒙古自治区呼伦贝尔市鄂伦春自治旗
A150724000	内蒙古自治区呼伦贝尔市鄂温克族自治旗
A150785000	内蒙古自治区呼伦贝尔市根河市
A150702000	内蒙古自治区呼伦贝尔市海拉尔区
A150781000	内蒙古自治区呼伦贝尔市满洲里市
A150722000	内蒙古自治区呼伦贝尔市莫力达瓦达斡尔族自治旗
A150727000	内蒙古自治区呼伦贝尔市新巴尔虎右旗
A150726000	内蒙古自治区呼伦贝尔市新巴尔虎左旗
A150782000	内蒙古自治区呼伦贝尔市牙克石市
A150701000	内蒙古自治区呼伦贝尔市扎赉诺尔区
A150783000	内蒙古自治区呼伦贝尔市扎兰屯市
A150581000	内蒙古自治区通辽市霍林郭勒市
A150523000	内蒙古自治区通辽市开鲁县
A150502000	内蒙古自治区通辽市科尔沁区
A150522000	内蒙古自治区通辽市科尔沁左翼后旗
A150521000	内蒙古自治区通辽市科尔沁左翼中旗
A150524000	内蒙古自治区通辽市库伦旗
A150525000	内蒙古自治区通辽市奈曼旗
A150526000	内蒙古自治区通辽市扎鲁特旗
A150302000	内蒙古自治区乌海市海勃湾区
A150303000	内蒙古自治区乌海市海南区
A150304000	内蒙古自治区乌海市乌达区
A150928000	内蒙古自治区乌兰察布市察哈尔右翼后旗
A150926000	内蒙古自治区乌兰察布市察哈尔右翼前旗
A150927000	内蒙古自治区乌兰察布市察哈尔右翼中旗
A150981000	内蒙古自治区乌兰察布市丰镇市
A150922000	内蒙古自治区乌兰察布市化德县
A150902000	内蒙古自治区乌兰察布市集宁区
A150925000	内蒙古自治区乌兰察布市凉城县
A150923000	内蒙古自治区乌兰察布市商都县
A150929000	内蒙古自治区乌兰察布市四子王旗
A150924000	内蒙古自治区乌兰察布市兴和县
A150921000	内蒙古自治区乌兰察布市卓资县
A152522000	内蒙古自治区锡林郭勒盟阿巴嘎旗
A152525000	内蒙古自治区锡林郭勒盟东乌珠穆沁旗
A152531000	内蒙古自治区锡林郭勒盟多伦县
A152501000	内蒙古自治区锡林郭勒盟二连浩特市
A152524000	内蒙古自治区锡林郭勒盟苏尼特右旗
A152523000	内蒙古自治区锡林郭勒盟苏尼特左旗
A152527000	内蒙古自治区锡林郭勒盟太仆寺旗
A152526000	内蒙古自治区锡林郭勒盟西乌珠穆沁旗
A152502000	内蒙古自治区锡林郭勒盟锡林浩特市
A152528000	内蒙古自治区锡林郭勒盟镶黄旗
A152530000	内蒙古自治区锡林郭勒盟正蓝旗
A152529000	内蒙古自治区锡林郭勒盟正镶白旗
A152202000	内蒙古自治区兴安盟阿尔山市
A152221000	内蒙古自治区兴安盟科尔沁右翼前旗
A152222000	内蒙古自治区兴安盟科尔沁右翼中旗
A152224000	内蒙古自治区兴安盟突泉县
A152201000	内蒙古自治区兴安盟乌兰浩特市
A152223000	内蒙古自治区兴安盟扎赉特旗
A640424000	宁夏回族自治区固原市泾源县
A640423000	宁夏回族自治区固原市隆德县
A640425000	宁夏回族自治区固原市彭阳县
A640422000	宁夏回族自治区固原市西吉县
A640402000	宁夏回族自治区固原市原州区
A640202000	宁夏回族自治区石嘴山市大武口区
A640205000	宁夏回族自治区石嘴山市惠农区
A640221000	宁夏回族自治区石嘴山市平罗县
A640303000	宁夏回族自治区吴忠市红寺堡区
A640302000	宁夏回族自治区吴忠市利通区
A640381000	宁夏回族自治区吴忠市青铜峡市
A640324000	宁夏回族自治区吴忠市同心县
A640323000	宁夏回族自治区吴忠市盐池县
A640122000	宁夏回族自治区银川市贺兰县
A640106000	宁夏回族自治区银川市金凤区
A640181000	宁夏回族自治区银川市灵武市
A640105000	宁夏回族自治区银川市西夏区
A640104000	宁夏回族自治区银川市兴庆区
A640121000	宁夏回族自治区银川市永宁县
A640522000	宁夏回族自治区中卫市海原县
A640502000	宁夏回族自治区中卫市沙坡头区
A640521000	宁夏回族自治区中卫市中宁县
A632622000	青海省果洛藏族自治州班玛县
A632624000	青海省果洛藏族自治州达日县
A632623000	青海省果洛藏族自治州甘德县
A632625000	青海省果洛藏族自治州久治县
A632626000	青海省果洛藏族自治州玛多县
A632621000	青海省果洛藏族自治州玛沁县
A632224000	青海省海北藏族自治州刚察县
A632223000	青海省海北藏族自治州海晏县
A632221000	青海省海北藏族自治州门源回族自治县
A632222000	青海省海北藏族自治州祁连县
A632126000	青海省海东市互助土族自治县
A632127000	青海省海东市化隆回族自治县
A632123000	青海省海东市乐都区
A632122000	青海省海东市民和回族土族自治县
A632121000	青海省海东市平安区
A632128000	青海省海东市循化撒拉族自治县
A632521000	青海省海南藏族自治州共和县
A632523000	青海省海南藏族自治州贵德县
A632525000	青海省海南藏族自治州贵南县
A632522000	青海省海南藏族自治州同德县
A632524000	青海省海南藏族自治州兴海县
A632802000	青海省海西蒙古族藏族自治州德令哈市
A632822000	青海省海西蒙古族藏族自治州都兰县
A632823000	青海省海西蒙古族藏族自治州天峻县
A632821000	青海省海西蒙古族藏族自治州乌兰县
A632324000	青海省黄南藏族自治州河南蒙古族自治县
A632322000	青海省黄南藏族自治州尖扎县
A632321000	青海省黄南藏族自治州同仁县
A632323000	青海省黄南藏族自治州泽库县
A630105000	青海省西宁市城北区
A630102000	青海省西宁市城东区
A630104000	青海省西宁市城西区
A630103000	青海省西宁市城中区
A630121000	青海省西宁市大通回族土族自治县
A630123000	青海省西宁市湟源县
A630122000	青海省西宁市湟中县
A632723000	青海省玉树藏族自治州称多县
A632725000	青海省玉树藏族自治州囊谦县
A632726000	青海省玉树藏族自治州曲麻莱县
A632721000	青海省玉树藏族自治州玉树市
A632722000	青海省玉树藏族自治州杂多县
A632724000	青海省玉树藏族自治州治多县
A371602000	山东省滨州市滨城区
A371625000	山东省滨州市博兴县
A371621000	山东省滨州市惠民县
A371623000	山东省滨州市无棣县
A371622000	山东省滨州市阳信县
A371624000	山东省滨州市沾化区
A371626000	山东省滨州市邹平市
A371402000	山东省德州市德城区
B371403000	山东省德州市经济开发区
A371481000	山东省德州市乐陵市
A371424000	山东省德州市临邑县
A371421000	山东省德州市陵城区
A371422000	山东省德州市宁津县
A371426000	山东省德州市平原县
A371425000	山东省德州市齐河县
A371423000	山东省德州市庆云县
A371428000	山东省德州市武城县
A371427000	山东省德州市夏津县
A371482000	山东省德州市禹城市
A370502000	山东省东营市东营区
A370523000	山东省东营市广饶县
A370503000	山东省东营市河口区
A370521000	山东省东营市垦利区
A370522000	山东省东营市利津县
A371721000	山东省菏泽市曹县
A371723000	山东省菏泽市成武县
A371722000	山东省菏泽市单县
A371727000	山东省菏泽市定陶区
A371728000	山东省菏泽市东明县
A371724000	山东省菏泽市巨野县
A371726000	山东省菏泽市鄄城县
A371702000	山东省菏泽市牡丹区
A371725000	山东省菏泽市郓城县
A370113000	山东省济南市长清区
A370104000	山东省济南市槐荫区
A370125000	山东省济南市济阳区
A370112000	山东省济南市历城区
A370102000	山东省济南市历下区
A370124000	山东省济南市平阴县
A370126000	山东省济南市商河县
A370103000	山东省济南市市中区
A370105000	山东省济南市天桥区
A370181000	山东省济南市章丘区
A370829000	山东省济宁市嘉祥县
A370828000	山东省济宁市金乡县
A370832000	山东省济宁市梁山县
A370881000	山东省济宁市曲阜市
A370811000	山东省济宁市任城区
A370831000	山东省济宁市泗水县
A370826000	山东省济宁市微山县
A370830000	山东省济宁市汶上县
A370882000	山东省济宁市兖州区
A370827000	山东省济宁市鱼台县
A370883000	山东省济宁市邹城市
A371203000	山东省莱芜市钢城区
A371202000	山东省莱芜市莱城区
A371523000	山东省聊城市茌平县
A371524000	山东省聊城市东阿县
A371502000	山东省聊城市东昌府区
A371526000	山东省聊城市高唐县
A371525000	山东省聊城市冠县
A371581000	山东省聊城市临清市
A371522000	山东省聊城市莘县
A371521000	山东省聊城市阳谷县
A371325000	山东省临沂市费县
A371312000	山东省临沂市河东区
A371327000	山东省临沂市莒南县
A371324000	山东省临沂市兰陵县
A371302000	山东省临沂市兰山区
A371329000	山东省临沂市临沭县
A371311000	山东省临沂市罗庄区
A371328000	山东省临沂市蒙阴县
A371326000	山东省临沂市平邑县
A371322000	山东省临沂市郯城县
A371321000	山东省临沂市沂南县
A371323000	山东省临沂市沂水县
A370214000	山东省青岛市城阳区
A370211000	山东省青岛市黄岛区
A370282000	山东省青岛市即墨区
A370281000	山东省青岛市胶州市
A370285000	山东省青岛市莱西市
A370212000	山东省青岛市崂山区
A370213000	山东省青岛市李沧区
A370283000	山东省青岛市平度市
A370203000	山东省青岛市市北区
A370202000	山东省青岛市市南区
A371102000	山东省日照市东港区
A371122000	山东省日照市莒县
A371103000	山东省日照市岚山区
A371121000	山东省日照市五莲县
A370911000	山东省泰安市岱岳区
A370923000	山东省泰安市东平县
A370983000	山东省泰安市肥城市
A370921000	山东省泰安市宁阳县
A370902000	山东省泰安市泰山区
A370982000	山东省泰安市新泰市
A371002000	山东省威海市环翠区
A371082000	山东省威海市荣成市
A371083000	山东省威海市乳山市
B371003000	山东省威海市威海火炬高技术产业开发区
B371002000	山东省威海市威海经济技术开发区
A371081000	山东省威海市文登区
A370784000	山东省潍坊市安丘市
A370725000	山东省潍坊市昌乐县
A370786000	山东省潍坊市昌邑市
A370704000	山东省潍坊市坊子区
A370785000	山东省潍坊市高密市
A370703000	山东省潍坊市寒亭区
A370705000	山东省潍坊市奎文区
A370724000	山东省潍坊市临朐县
A370781000	山东省潍坊市青州市
A370783000	山东省潍坊市寿光市
A370702000	山东省潍坊市潍城区
A370782000	山东省潍坊市诸城市
A370634000	山东省烟台市长岛县
A370611000	山东省烟台市福山区
A370687000	山东省烟台市海阳市
A370613000	山东省烟台市莱山区
A370682000	山东省烟台市莱阳市
A370683000	山东省烟台市莱州市
A370681000	山东省烟台市龙口市
A370612000	山东省烟台市牟平区
A370684000	山东省烟台市蓬莱市
A370686000	山东省烟台市栖霞市
A370688000	山东省烟台市烟台经济技术开发区
A370685000	山东省烟台市招远市
A370602000	山东省烟台市芝罘区
A370406000	山东省枣庄市山亭区
A370402000	山东省枣庄市市中区
A370405000	山东省枣庄市台儿庄区
A370481000	山东省枣庄市滕州市
A370403000	山东省枣庄市薛城区
A370404000	山东省枣庄市峄城区
A370304000	山东省淄博市博山区
A370322000	山东省淄博市高青县
A370321000	山东省淄博市桓台县
A370305000	山东省淄博市临淄区
A370323000	山东省淄博市沂源县
A370303000	山东省淄博市张店区
A370306000	山东省淄博市周村区
A370302000	山东省淄博市淄川区
A140428000	山西省长治市长子县
A140402000	山西省长治市城区
A140427000	山西省长治市壶关县
A140411000	山西省长治市郊区
A140426000	山西省长治市黎城县
A140481000	山西省长治市潞城区
A140425000	山西省长治市平顺县
A140430000	山西省长治市沁县
A140431000	山西省长治市沁源县
A140421000	山西省长治市上党区
A140424000	山西省长治市屯留区
A140429000	山西省长治市武乡县
A140423000	山西省长治市襄垣县
A140223000	山西省大同市广灵县
A140225000	山西省大同市浑源县
A140224000	山西省大同市灵丘县
A140230000	山西省大同市平城区
A140222000	山西省大同市天镇县
A140212000	山西省大同市新荣区
A140221000	山西省大同市阳高县
A140229000	山西省大同市云冈区
A140228000	山西省大同市云州区
A140226000	山西省大同市左云县
A140502000	山西省晋城市城区
A140581000	山西省晋城市高平市
A140524000	山西省晋城市陵川县
A140521000	山西省晋城市沁水县
A140522000	山西省晋城市阳城县
A140525000	山西省晋城市泽州县
A140723000	山西省晋中市和顺县
A140781000	山西省晋中市介休市
A140729000	山西省晋中市灵石县
A140728000	山西省晋中市平遥县
A140727000	山西省晋中市祁县
A140725000	山西省晋中市寿阳县
A140726000	山西省晋中市太谷县
A140724000	山西省晋中市昔阳县
A140702000	山西省晋中市榆次区
A140721000	山西省晋中市榆社县
A140722000	山西省晋中市左权县
A141026000	山西省临汾市安泽县
A141030000	山西省临汾市大宁县
A141034000	山西省临汾市汾西县
A141027000	山西省临汾市浮山县
A141025000	山西省临汾市古县
A141024000	山西省临汾市洪洞县
A141081000	山西省临汾市侯马市
A141082000	山西省临汾市霍州市
A141028000	山西省临汾市吉县
A141033000	山西省临汾市蒲县
A141021000	山西省临汾市曲沃县
A141031000	山西省临汾市隰县
A141029000	山西省临汾市乡宁县
A141023000	山西省临汾市襄汾县
A141002000	山西省临汾市尧都区
A141022000	山西省临汾市翼城县
A141032000	山西省临汾市永和县
A141128000	山西省吕梁市方山县
A141182000	山西省吕梁市汾阳市
A141122000	山西省吕梁市交城县
A141130000	山西省吕梁市交口县
A141127000	山西省吕梁市岚县
A141102000	山西省吕梁市离石区
A141124000	山西省吕梁市临县
A141125000	山西省吕梁市柳林县
A141126000	山西省吕梁市石楼县
A141121000	山西省吕梁市文水县
A141181000	山西省吕梁市孝义市
A141123000	山西省吕梁市兴县
A141129000	山西省吕梁市中阳县
A140624000	山西省朔州市怀仁市
A140603000	山西省朔州市平鲁区
A140621000	山西省朔州市山阴县
A140602000	山西省朔州市朔城区
